Model;Table;Column/Measure;Script;Extra Parameters
TAB_Segment_Insights;F_Profiles;male;M_Summarization;Numeric
TAB_Segment_Insights;F_Profiles;segment_size;M_Summarization;Numeric
TAB_Segment_Insights;F_Profiles;segment_total_size_age;M_Summarization;Numeric
TAB_Segment_Insights;F_Profiles;segment_total_size_gender;M_Summarization;Numeric
TAB_Segment_Insights;N/A;current_events_last_1_day;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_events_last_1_day], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_events_last_1_day]), _Result)
TAB_Segment_Insights;N/A;current_events_last_30_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_events_last_30_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_events_last_30_days]), _Result)
TAB_Segment_Insights;N/A;current_events_last_7_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_events_last_7_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_events_last_7_days]), _Result)
TAB_Segment_Insights;N/A;current_events_last_90_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_events_last_90_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_events_last_90_days]), _Result)
TAB_Segment_Insights;N/A;current_unique_users_last_1_day;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_unique_users_last_1_day], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_unique_users_last_1_day]), _Result)
TAB_Segment_Insights;N/A;current_unique_users_last_30_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_unique_users_last_30_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_unique_users_last_30_days]), _Result)
TAB_Segment_Insights;N/A;current_unique_users_last_7_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_unique_users_last_7_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_unique_users_last_7_days]), _Result)
TAB_Segment_Insights;N/A;current_unique_users_last_90_days;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Traffic_Daily[current_date]), ALL ( F_Traffic_Daily) ) VAR _Result = CALCULATE ( [M_unique_users_last_90_days], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_unique_users_last_90_days]), _Result)
TAB_Segment_Insights;N/A;profiled_age_18-24;M_Custom;DIVIDE([M_18-24],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_age_25-34;M_Custom;DIVIDE([M_25-34],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_age_35-44;M_Custom;DIVIDE([M_35-44],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_age_45-54;M_Custom;DIVIDE([M_45-54],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_age_55-64;M_Custom;DIVIDE([M_55-64],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_age_65+;M_Custom;DIVIDE([M_65+],[M_segment_total_size_age])^^Percent
TAB_Segment_Insights;N/A;profiled_gender_female;M_Custom;DIVIDE([M_female],[M_segment_total_size_gender])^^Percent
TAB_Segment_Insights;N/A;profiled_gender_male;M_Custom;DIVIDE([M_male],[M_segment_total_size_gender])^^Percent
TAB_Segment_Insights;N/A;profiled_gender;M_Custom;DIVIDE([M_segment_total_size_gender],[M_segment_size])^^Percent
TAB_Segment_Insights;N/A;profiled_age;M_Custom;DIVIDE([M_segment_total_size_age],[M_segment_size])^^Percent
TAB_Segment_Insights;N/A;current_segment_size;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_segment_size], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_segment_size]), _Result)
TAB_Segment_Insights;N/A;current_segment_total_size_age;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_segment_total_size_age], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_segment_total_size_age]), _Result)
TAB_Segment_Insights;N/A;current_segment_total_size_gender;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_segment_total_size_gender], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_segment_total_size_gender]), _Result)
TAB_Segment_Insights;N/A;current_profiled_age_18-24;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_18-24], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_18-24]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age_25-34;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_25-34], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_25-34]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age_35-44;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_35-44], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_35-44]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age_45-54;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_45-54], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_45-54]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age_55-64;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_55-64], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_55-64]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age_65+;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age_65+], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age_65+]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_gender_female;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_gender_female], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_gender_female]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_gender_male;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_gender_male], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_gender_male]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_gender;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_gender], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_gender]), _Result)^^Percent
TAB_Segment_Insights;N/A;current_profiled_age;M_Custom;VAR _LastFactDate = CALCULATE ( LASTDATE ( F_Profiles[Date]), ALL ( F_Profiles ) ) VAR _Result = CALCULATE ( [M_profiled_age], D_Date[Date_Date] = _LastFactDate ) RETURN IF(NOT ISBLANK([M_profiled_age]), _Result)^^Percent
TAB_Segment_Insights;N/A;events_last_1_day;M_Analytics;
TAB_Segment_Insights;N/A;events_last_30_days;M_Analytics;
TAB_Segment_Insights;N/A;events_last_7_days;M_Analytics;
TAB_Segment_Insights;N/A;events_last_90_days;M_Analytics;
TAB_Segment_Insights;N/A;unique_users_last_1_day;M_Analytics;
TAB_Segment_Insights;N/A;unique_users_last_30_days;M_Analytics;
TAB_Segment_Insights;N/A;unique_users_last_7_days;M_Analytics;
TAB_Segment_Insights;N/A;unique_users_last_90_days;M_Analytics;
TAB_Segment_Insights;N/A;current_events_last_1_day;M_Analytics;
TAB_Segment_Insights;N/A;current_events_last_30_days;M_Analytics;
TAB_Segment_Insights;N/A;current_events_last_7_days;M_Analytics;
TAB_Segment_Insights;N/A;current_events_last_90_days;M_Analytics;
TAB_Segment_Insights;N/A;current_unique_users_last_1_day;M_Analytics;
TAB_Segment_Insights;N/A;current_unique_users_last_30_days;M_Analytics;
TAB_Segment_Insights;N/A;current_unique_users_last_7_days;M_Analytics;
TAB_Segment_Insights;N/A;current_unique_users_last_90_days;M_Analytics;
TAB_Segment_Insights;N/A;18-24;M_Analytics;
TAB_Segment_Insights;N/A;25-34;M_Analytics;
TAB_Segment_Insights;N/A;35-44;M_Analytics;
TAB_Segment_Insights;N/A;45-54;M_Analytics;
TAB_Segment_Insights;N/A;45-54;M_Analytics;
TAB_Segment_Insights;N/A;55-64;M_Analytics;
TAB_Segment_Insights;N/A;65+;M_Analytics;
TAB_Segment_Insights;N/A;female;M_Analytics;
TAB_Segment_Insights;N/A;male;M_Analytics;
TAB_Segment_Insights;N/A;segment_size;M_Analytics;
TAB_Segment_Insights;N/A;segment_total_size_age;M_Analytics;
TAB_Segment_Insights;N/A;segment_total_size_gender;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_18-24;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_25-34;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_35-44;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_45-54;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_55-64;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age_65+;M_Analytics;
TAB_Segment_Insights;N/A;profiled_gender_female;M_Analytics;
TAB_Segment_Insights;N/A;profiled_gender_male;M_Analytics;
TAB_Segment_Insights;N/A;profiled_gender;M_Analytics;
TAB_Segment_Insights;N/A;profiled_age;M_Analytics;
TAB_Segment_Insights;N/A;current_segment_size;M_Analytics;
TAB_Segment_Insights;N/A;current_segment_total_size_age;M_Analytics;
TAB_Segment_Insights;N/A;current_segment_total_size_gender;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_18-24;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_25-34;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_35-44;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_45-54;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_55-64;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age_65+;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_gender_female;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_gender_male;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_gender;M_Analytics;
TAB_Segment_Insights;N/A;current_profiled_age;M_Analytics;
TAB_Estimates;F_Estimates;Estimate;M_Summarization;Numeric
TAB_Estimates;N/A;Estimate;M_Analytics;
TAB_Warner_Insights;F_Warner_Delivery;delivery_clicks;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;delivery_impressions_1stquartile;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;delivery_impressions_2ndquartile;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;delivery_impressions_3rdquartile;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;delivery_impressions_4thquartile;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;delivery_impressions_paid;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;lineitem_quantity;M_Summarization;Numeric 
TAB_Warner_Insights;F_Warner_Delivery;lineitem_tarif_adsanddata;M_Summarization;Numeric
TAB_Warner_Insights;F_Warner_Delivery;lineitem_tarif_warner;M_Summarization;Numeric
TAB_Warner_Insights;N/A;revenue_warner;M_Custom;SUMX(F_Warner_Delivery, F_Warner_Delivery[lineitem_tarif_warner] * F_Warner_Delivery[delivery_impressions_paid] / 1000)
TAB_Warner_Insights;N/A;revenue_adsanddata;M_Custom;SUMX(F_Warner_Delivery, F_Warner_Delivery[lineitem_tarif_adsanddata] * F_Warner_Delivery[delivery_impressions_paid] / 1000)
TAB_Warner_Insights;N/A;delivery_clicks;M_Analytics;
TAB_Warner_Insights;N/A;delivery_impressions_1stquartile;M_Analytics;
TAB_Warner_Insights;N/A;delivery_impressions_2ndquartile;M_Analytics;
TAB_Warner_Insights;N/A;delivery_impressions_3rdquartile;M_Analytics;
TAB_Warner_Insights;N/A;delivery_impressions_4thquartile;M_Analytics;
TAB_Warner_Insights;N/A;delivery_impressions_paid;M_Analytics;
TAB_Warner_Insights;N/A;lineitem_quantity;M_Analytics;
TAB_Warner_Insights;N/A;revenue_adsanddata;M_Analytics;
TAB_Warner_Insights;N/A;revenue_warner;M_Analytics;
TAB_Warner_Insights;N/A;lineitem_tarif_adsanddata;M_Analytics;
TAB_Warner_Insights;N/A;lineitem_tarif_warner;M_Analytics;
TAB_Warner_Insights;F_Warner_Delivery;M_revenue_adsanddata;M_Functional;Cards
TAB_Warner_Insights;F_Warner_Delivery;M_revenue_warner;M_Functional;Cards
TAB_Campaign_Insights;F_Digital_Campaigns;product_ratecardtarif;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns;wave_budget_discount;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns;wave_budget_gross;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns;wave_budget_net;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns;wave_quantity;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_product_ratecarddatatarif;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_product_ratecardmediatarif;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_tarif_gross;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_tarif_net;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_wave_budget_discount;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_wave_budget_gross;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_wave_budget_net;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Campaigns_Masterwave;mw_wave_quantity;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Delivery;delivery_clicks;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Delivery;delivery_impressions;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Delivery;delivery_revenueaftercommission;M_Summarization;Numeric
TAB_Campaign_Insights;F_Digital_Delivery;forecast_revenueaftercommission;M_Summarization;Numeric
TAB_Campaign_Insights;N/A;product_ratecardtarif;M_Analytics;
TAB_Campaign_Insights;N/A;wave_budget_discount;M_Analytics;
TAB_Campaign_Insights;N/A;wave_budget_gross;M_Analytics;
TAB_Campaign_Insights;N/A;wave_budget_net;M_Analytics;
TAB_Campaign_Insights;N/A;wave_quantity;M_Analytics;
TAB_Campaign_Insights;N/A;mw_product_ratecarddatatarif;M_Analytics;
TAB_Campaign_Insights;N/A;mw_product_ratecardmediatarif;M_Analytics;
TAB_Campaign_Insights;N/A;mw_tarif_gross;M_Analytics;
TAB_Campaign_Insights;N/A;mw_tarif_net;M_Analytics;
TAB_Campaign_Insights;N/A;mw_wave_budget_discount;M_Analytics;
TAB_Campaign_Insights;N/A;mw_wave_budget_gross;M_Analytics;
TAB_Campaign_Insights;N/A;mw_wave_budget_net;M_Analytics;
TAB_Campaign_Insights;N/A;mw_wave_quantity;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_clicks;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_impressions;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission;M_Analytics;
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_completed;M_Custom;CALCULATE([M_delivery_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "COMPLETED ADOPS")
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_live;M_Custom;CALCULATE([M_delivery_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "LIVE")
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_confirmed;M_Custom;CALCULATE([M_delivery_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "CONFIRMED")
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_option;M_Custom;CALCULATE([M_delivery_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "OPTION")
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_completed;M_Custom;CALCULATE([M_forecast_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "COMPLETED ADOPS")
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_live;M_Custom;CALCULATE([M_forecast_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "LIVE")
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_confirmed;M_Custom;CALCULATE([M_forecast_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "CONFIRMED")
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_option;M_Custom;CALCULATE([M_forecast_revenueaftercommission], F_Digital_Campaigns_Masterwave[mw_campaign_status] = "OPTION")
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_completed;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_live;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_confirmed;M_Analytics;
TAB_Campaign_Insights;N/A;delivery_revenueaftercommission_option;M_Analytics;
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_completed;M_Analytics;
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_live;M_Analytics;
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_confirmed;M_Analytics;
TAB_Campaign_Insights;N/A;forecast_revenueaftercommission_option;M_Analytics;
TAB_Campaign_Insights;F_Digital_Delivery;M_delivery_revenueaftercommission;M_Functional;Cards
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission;M_Functional;Cards
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission;M_Functional;Button^^ValutaNoDecimals^^ALL
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission_completed;M_Functional;Button^^ValutaNoDecimals^^Completed
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission_live;M_Functional;Button^^ValutaNoDecimals^^Live
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission_confirmed;M_Functional;Button^^ValutaNoDecimals^^Confirmed
TAB_Campaign_Insights;F_Digital_Delivery;M_forecast_revenueaftercommission_option;M_Functional;Button^^ValutaNoDecimals^^Option
TAB_Campaign_Insights;N/A;N/A;M_Functional;Comparative_Button^^Valuta^^ALL^^M_delivery_revenueaftercommission,M_forecast_revenueaftercommission
TAB_Campaign_Insights;N/A;N/A;M_Functional;Comparative_Button^^Valuta^^Completed^^M_delivery_revenueaftercommission_completed,M_forecast_revenueaftercommission_completed
TAB_Campaign_Insights;N/A;N/A;M_Functional;Comparative_Button^^Valuta^^Live^^M_delivery_revenueaftercommission_live,M_forecast_revenueaftercommission_live
TAB_Campaign_Insights;N/A;N/A;M_Functional;Comparative_Button^^Valuta^^Confirmed^^M_delivery_revenueaftercommission_confirmed,M_forecast_revenueaftercommission_confirmed
TAB_Campaign_Insights;N/A;N/A;M_Functional;Comparative_Button^^Valuta^^Option^^M_delivery_revenueaftercommission_option,M_forecast_revenueaftercommission_option
TAB_Campaign_Insights;M_Perspectives;N/A;M_FieldParameters;D_Date[Date_Year-Month],F_Digital_Campaigns_Masterwave[mw_campaign_type]^^Date,Campaign_Type
TAB_Commercial_Insights;F_Revenue;potential_netaftercommission;M_Summarization;Numeric
TAB_Commercial_Insights;F_Budget;Amount;M_Summarization;Numeric^^^^budget_amount
TAB_Commercial_Insights;F_Targets;Target;M_Summarization;Numeric^^^^target_wo_scope
TAB_Commercial_Insights;N/A;target_wo_scope;M_Analytics;
TAB_Commercial_Insights;N/A;budget_amount;M_Analytics;
TAB_Commercial_Insights;N/A;budgetaftercomission;M_Custom;SWITCH(TRUE(), ISINSCOPE(D_RateProductStructure[kpi_product_sub_cat_name]),BLANK(), ISINSCOPE(D_PubMediaAssets[pub_brand_name]),BLANK(), ISINSCOPE(D_RateProductStructure[abs_rate_d1_name]),BLANK(), ISINSCOPE(D_AdvertiserSalesHierarchy[salesperson_name]),BLANK(), ISINSCOPE(D_AdvertiserSalesHierarchy[team_salesfunction_code_L1]),BLANK(), ISINSCOPE(D_AdvertiserSalesHierarchy[team_salesfunction_name_L2]),BLANK(), SELECTEDVALUE(D_PubMediaAssets[fin_ma_code])="ZTP",BLANK(), ISINSCOPE(D_RateProductStructure[abs_rate_national_product_d10]),BLANK(), ISINSCOPE(D_AdvertiserCompany[account_holding_name]),BLANK(), ISFILTERED(D_RateProductStructure[abs_rate_national_product_d10]),BLANK(), ISFILTERED(D_RateProductStructure[kpi_product_sub_cat_name]),BLANK(), ISFILTERED(D_PubMediaAssets[pub_brand_name]),BLANK(), ISFILTERED(D_RateProductStructure[abs_rate_d1_name]),BLANK(), ISFILTERED(D_AdvertiserSalesHierarchy[salesperson_name]),BLANK(), ISFILTERED(D_AdvertiserSalesHierarchy[team_salesfunction_code_L1]),BLANK(), ISFILTERED(D_AdvertiserSalesHierarchy[team_salesfunction_name_L2]),BLANK(), ISFILTERED(D_PubMediaAssets[pub_ma_name]),BLANK(), ISFILTERED(D_AdvertiserCompany[account_holding_name]),BLANK(),[M_budget_amount])
TAB_Commercial_Insights;N/A;budgetaftercomission;M_Analytics;
TAB_Commercial_Insights;N/A;budget_comparison;M_Custom;DIVIDE([M_potential_netaftercommission],[M_budgetaftercomission])^^PERCENT
TAB_Commercial_Insights;N/A;budget_comparison;M_Analytics;
TAB_Commercial_Insights;N/A;prev_year_comparison;M_Custom;DIVIDE([M_potential_netaftercommission],[M_potential_netaftercommission_PY])^^PERCENT
TAB_Commercial_Insights;N/A;prev_year_comparison;M_Analytics;^^^^False
TAB_Commercial_Insights;N/A;potential_netaftercommission;M_Analytics;MTD,MTDPY,PM,PMTD,PPY,PQ,PQTD,PY,QTD,QTDPY,Y,YC,YCPY,YTD,YTDPY,TM_MTD,TM_MTDPY,TM_PM,TM_PMTD,TM_Y,TQ_MTD,TQ_MTDPY,TQ_PM,TQ_PMTD,TQ_PPY,TQ_PQ,TQ_PQTD,TQ_PY,TQ_QTD,TQ_QTDPY,TQ_Y,TY_MTD,TY_MTDPY,TY_PM,TY_PMTD,TY_PPY,TY_PQ,TY_PQTD,TY_PY,TY_QTD,TY_QTDPY,TY_Y,TY_YTD,TY_YTDPY
TAB_Commercial_Insights;N/A;potential_netaftercommission_running_total;M_Custom;VAR _MaxDate = MAX ( D_Date[Date_Date] ) VAR _Return = CALCULATE ([M_potential_netaftercommission], D_Date[Date_Date] <= _MaxDate) RETURN _Return
TAB_Commercial_Insights;N/A;potential_netaftercommission_running_total;M_Analytics;
TAB_Commercial_Insights;N/A;potential_netaftercommission_running_total_PY;M_Custom;VAR _MaxDate = MAX ( D_Date[Date_Date] ) VAR _MaxDateDP = MAX ( D_Date_DynamicPeriods[Date] ) VAR _Return = CALCULATE ([M_potential_netaftercommission_PY], D_Date[Date_Date] <= _MaxDate) RETURN IF ( _MaxDate <= _MaxDateDP, _Return )
TAB_Commercial_Insights;N/A;potential_netaftercommission_running_total_PY;M_Analytics;^^^^False
TAB_Commercial_Insights;N/A;budgetaftercomission_running_total;M_Custom;VAR LastVisibleDate=MAX(D_Date[Date_Date]) VAR Result=CALCULATE([M_budgetaftercomission],D_Date[Date_Date]<=LastVisibleDate) RETURN Result
TAB_Commercial_Insights;N/A;budgetaftercomission_running_total;M_Analytics;
TAB_Commercial_Insights;N/A;budget_comparison_cumul;M_Custom;DIVIDE([M_potential_netaftercommission_running_total],[M_budgetaftercomission_running_total])^^PERCENT
TAB_Commercial_Insights;N/A;budget_comparison_cumul;M_Analytics;
TAB_Commercial_Insights;N/A;prev_year_comparison_cumul;M_Custom;DIVIDE([M_potential_netaftercommission_running_total],[M_potential_netaftercommission_running_total_PY])^^PERCENT
TAB_Commercial_Insights;N/A;prev_year_comparison_cumul;M_Analytics;^^^^False
